movie_name,movie_data,movie_scores,movie_type,movie_lang,movie_intro,movie_len
永远的车神,2011-06-02,81,纪录,英语,影片讲述了巴西传奇车手埃尔顿·赛纳传奇的一生。一级方程式车手赛纳在其职业生涯中参加了161场大奖赛、41次冠军、65次排头位、三次一级方程式大奖赛年度总冠军，以其勇敢、智慧，奔驰在赛场上10年，创造出了不平凡的成绩，成为当代世界最优秀的赛车手，被誉为“赛车王子”……不幸的是， 1994年5月1日在圣马力诺的伊莫拉赛道上撞车身亡，年仅34岁。,106
奇迹男孩,2018-01-19,81,"家庭,剧情",英语,10岁的奥吉天生面部缺陷，从小经历多次手术，一直由母亲在家中教导。五年级时，他第一次走进普通学校，开始真正接触家人之外的世界。然而与众不同的外表让奥吉成为同学关注和议论的焦点，也让他不得不面对疏远、嘲笑与校园霸凌。好在家人的陪伴和新朋友的善意始终给予他勇气。在一次次受伤、误解与重新接纳中，奥吉努力找到属于自己的位置，而他身边的人也开始学着用不同的眼光去认识这个特别的男孩……,113
狩猎,2012-09-24,81,剧情,丹麦语,刚刚和妻子离婚的卢卡斯目前在一家托儿所工作，心地善良个性温和的他很快就受到了同事和孩子们的喜爱，其中，一个名叫卡拉的早熟女孩对卢卡斯尤为的亲近。面对女孩幼稚 而单纯的示好，卢卡斯只能婉转的拒绝，可令他没有想到的是，这一举动将他的生活推向了风口浪尖。,115
真人快打传奇：蝎子的复仇,2020-04-12,81,"动画,动作,奇幻",英语,聚焦了异世界和地球之间的千载难逢的比赛，这场比赛将最终决定地球和人类所有的公民的命运。地球保护者雷电必须聚集其领域最伟大的战士，以从邪恶的尚宗手上保卫地球，从而结束所有战斗。,80
两杆大烟枪,1998-08-28,81,"喜剧,犯罪",英语,艾迪（尼克·莫伦）思维敏捷，是个玩牌高手。在三个好友的支持下，艾迪携巨资参加了黑社会的高额赌局，不想落入圈套，欠下50万的赌债。为了还清赌债，艾迪和朋友们绞尽脑汁，最终算计到一群毒贩身上，并为打劫购买了两杆老式烟枪。不想这群不安分的毒贩，正惦念着他们毒品供应商的钱，并在同一天实施了打劫。在毒贩们费劲周折，把毒品供应商熨的整整齐齐的钱款拿到手后，艾迪他们幸运的坐享其成。可是他们不知道，这看似简单的抢劫案背后，更有厉害的角色参与其中。他们手里的两杆破烟枪也隐藏着不少故事。在无知与莽撞中置身漩涡的他们能侥幸脱身么？笑料迭出的偶发事件里，穿插着小人物与大人物的辛酸幽默。,105
困在时间里的父亲,2021-06-18,81,剧情,英语,安东尼现年八十岁，性情淘气，倔强地独自生活，屡屡拒绝女儿安妮苦心为他安排的各种看护。然而安妮也逐渐力不从心——她无法再每日探望，而父亲对现实的感知正逐渐瓦解。随着记忆的潮汐涨落，安东尼还能抓住多少关于自我与过去的痕迹？当父亲依然在眼前呼吸存活，安妮又该如何面对这份正在逝去的亲情？,97
地球之盐,2014-09-27,81,纪录,法语,在过去的四十年里，摄影师塞巴斯蒂昂·萨尔加多游历各大洲，追随变迁中的人类足迹。他见证了近代历史上一些重大事件：国际冲突、饥荒与逃亡。如今，他正投身于一个宏大的摄影项目，探索原始地域、野生动植物以及壮丽景观，以此致敬地球之美。,110
群体,2026-05-21,81,"动作,恐怖,科幻",朝鲜语,因不明感染事件被封锁在一栋大楼内的幸存者们，与以不可预测形态进化的感染者展开殊死搏斗。随着感染不断扩散，幸存者被迫在有限空间中寻找生路，同时面对越来越聪明、越来越危险的感染者。全智贤在片中饰演生命工程学教授兼幸存者领袖权世贞。她不仅要带领众人逃出生天，更试图破解感染者不断进化的规律，在绝境中寻找唯一的生机。  如果说《釜山行》让观众见识了高速奔袭的感染者，那么延尚昊导演的新作《群体》，则把恐惧再次升级。影片于2026年5月21日在韩国上映，仅4天突破100万观影人次，随后迅速突破500万人次，不仅成功跨越损益平衡点，也成为今年韩国最具话题性的商业电影之一。彻底颠覆了传统丧尸设定。电影中的感染者不再只是凭本能行动，而是会不断进化，并逐渐形成拥有群体智慧（Hive Mind）”的全新生命体。他们会集结、协同行动，甚至能够根据环境不断改变攻击方式，让每一次逃亡都充满未知。,123
紫罗兰永恒花园外传：永远与自动手记人偶,2020-01-10,81,"剧情,奇幻,动画",日语,作为“战争机器”长大的女主人公薇尔莉特·伊芙加登，在战争中失去双臂，并与收养她的少佐分离，在装上义肢后，成为邮政公司一名从事代写书信工作的 “自动手记人偶”。在车马缓慢、只能以信件传递感情的年代里，“自动手记人偶”通过与委托人接触交流，代写书信，以优美准确的文字传递着人们最为真挚的感情。外传的故事中，薇尔莉特·伊芙加登接到了一桩特殊的委托工作……,90
花样年华,2025-02-14,81,"剧情,爱情",Cantonese,1962年的香港，报馆编辑周慕云与妻子搬进一间住满上海人的公寓，同一天搬来的还有在贸易公司工作的苏丽珍和她的丈夫。由于各自的配偶经常因工作不在家，周慕云与苏丽珍在一次次碰面中逐渐熟悉起来。不久，两人从一些生活中的蛛丝马迹发现，自己的配偶竟背着他们发展出了一段婚外情。面对同样的背叛，他们开始频繁见面，试图弄清这段关系究竟是如何开始的，并在相处中逐渐产生了超越普通朋友的感情。然而，他们始终不愿成为和各自配偶一样的人，邻里间的目光与流言也让这段感情愈发克制而隐秘……,99
马里乌波尔20天,2023-07-14,81,"纪录,战争",英语,俄罗斯入侵开始后，一支被困在被围困城市马里乌波尔的乌克兰记者团队，在艰难中坚持记录战争暴行。,94
燃烧女子的肖像,2019-09-18,81,"剧情,爱情",法语,在十八世纪奢华浪漫的背景下，画家与她的模特之间，激情悄然酝酿，直至两人共同营造一个能容其短暂盛放的天地。本片出自当代法国影坛最受瞩目的作者导演之一——瑟琳·席安玛之手。玛丽安受秘密委派，来到一座与世隔绝的海边庄园，她必须通过暗中观察，为抗拒包办婚姻的埃洛伊兹画成一幅婚礼肖像。在精妙的张力中展开的，是一场持久目光的交汇。两位女性逐渐以醉人的亲密，熟知了彼此的举止、表情与身体，最终缔结了一段颠覆性的创作同盟，以及一场炽热的爱恋。怀抱着一种几乎超越时空的渴望，本片深掘了在一个没有男性的世界里，当女性可以自由共同生活、彼此凝视时，所迸发的情感与艺术可能。,120
暖暖内含光,2024-04-18,81,"科幻,剧情,爱情",英语,内向沉稳的约尔•巴瑞斯（金•凯瑞 饰）在一次聚会中认识了率真随性的克莱门汀•克罗斯基（凯特•温丝莱特 饰），二人成为情侣。和普通的情侣一样，他们的日子也在甜蜜和争吵中度过。2004年情人节前夕，当约尔精心准备好礼物，为不久前一次争吵找到克莱门汀道歉时，他惊讶地发现，克莱门汀根本都不记得他了。原来冲动的克莱门汀受不了二人交往中争吵的痛苦，到“忘情诊所”，把关于约尔的记忆删除得一干二净。,108
心灵奇旅,2020-12-25,81,"动画,家庭,剧情,音乐,奇幻",英语,乔·加德纳是一位中学乐队老师，他获得了毕生难逢的机会——在纽约最好的爵士俱乐部演奏。但一次小小的失误将他从纽约街头带到了一个奇幻之境“生之来处”。这是一个新生灵魂在前往地球之前获得个性、怪癖和兴趣的地方。决心重返自己生活的乔，与一个名叫22的早熟灵魂结成了伙伴。22始终无法理解人类生活的吸引力。当乔拼命试图向22展示生命的精彩之处时，他或许也将发现一些关于生命最重要问题的答案。,101
辉耀姬物语,2014-06-02,81,"动画,剧情,奇幻",日语,深山中的一位老竹匠在发光的竹笋中发现了一个只有掌心大小的女孩，并将她带回家与妻子一同抚养。女孩以惊人的速度长大，在山林与田野间度过无忧无虑的童年，也与伙伴舍丸结下深厚情谊。后来，老人又在竹林中接连发现黄金和华美衣物，认定这是上天希望女孩过上高贵生活的启示，于是带着一家人迁往京城。出落得美丽非凡的女孩被取名为“辉耀姬”，很快声名传遍贵族社会，引来众多显贵争相求婚。然而，华服、礼法与奢华生活并没有给她带来快乐，反而让她愈发怀念曾经自由自在的山野时光，而关于她真正来历的秘密也逐渐逼近……,137
潜行者,1979-05-25,81,"科幻,剧情",俄语,安德烈·塔可夫斯基在苏联时期的最后一部作品，是一次穿越神秘后末日景观的形而上学旅程，亦是一场独一无二的精妙观影体验。受雇的向导——“潜行者”——带领一位作家和一位教授深入“区”的核心地带，这个长期封闭的灾难禁区中，三人最终逼近了传说中的“房间”：一个据称能实现人内心深处最隐秘愿望的地方。改编自阿尔卡季与鲍里斯·斯特鲁加茨基兄弟的科幻小说，塔可夫斯基以丰富的物质细节和有机的氛围感，构建出一个沉浸式的世界。作为一则宗教寓言、对当时政治焦虑的反思，亦或是对电影本身的冥想——本片通过展开多重可能的意涵，将观众全然包围。[标准收藏],163
双重赔偿,2026-06-13,81,"犯罪,惊悚",英语,可曾有过如此犀利的台词对白？可曾有过芭芭拉·斯坦威克这般摄人心魄的蛇蝎美人？可曾见过1940年代洛杉矶如此魅惑而腐朽的容颜？导演比利·怀尔德与编剧雷蒙德·钱德勒携手，将詹姆斯·M·凯恩的通俗小说化作黑色电影宿命论的终极典范，凭此跻身好莱坞顶级导演之列。当油滑的保险销售员沃尔特·内夫踏进家庭主妇菲利斯·迪特里希森奢华的宅邸，本意推销保险的他，却卷入了远比保单危险的致命阴谋。爱德华·G·罗宾逊抢尽风头的配角演出，加上摄影师约翰·F·塞茨精心雕琢的光影构图，共同造就这部影史最令人酣畅淋漓的黑色经典，树立了后世所有黑色电影难以逾越的标尺。[标准收藏],107
大都会,2011-06-18,81,"剧情,科幻",德语,这部1927年的鸿篇巨制或许堪称默片时代的巅峰成就，弗里茨·朗将二十年代通俗小说狂热的叙事节奏，与自身对人性幽暗面的深刻洞察熔铸一体。,153
从海底出击,1981-09-17,81,"剧情,历史,战争",德语,1942年，德国潜艇舰队深陷所谓的“大西洋战役”，旨在袭扰并摧毁英国航运。然而，随着驱逐舰级护航力量的加强，德国U型潜艇开始遭受重创。本片讲述了一艘U型潜艇船员的故事，聚焦这些潜艇兵如何保持军人职业素养，执行近乎不可能的任务，同时始终试图理解并服从他们所效忠的政府意识形态。,200
山椒大夫,1954-03-31,81, ,-,当一位理想主义的官员违抗了当权的封建领主，他便遭流放，其妻儿只能自谋生路，并最终被恶毒的奴隶贩子强行拆散。在沟口健二璀璨夺目的执导下，这个经典的日本故事成为了电影史上最伟大的杰作之一，它是一部纪念碑式的、充满同理心的史诗，深刻表达了人类在邪恶面前的坚韧精神。[标准收藏],124
怒火青春,1995-05-31,81,剧情,法语,影片以1993年在巴黎18区发生的一起警察暴力的真实事件为背景：一名警察在巡逻期间枪杀了一名17岁的扎伊尔少年Makomé M'Bowolé。而在影片当中，巴黎街头，一群反政府青年。纠纷由其中一人被警察殴打重伤而起，众人怀恨在心。文兹（文森特·卡塞尔 Vincent Cassel饰）弄到一把真枪，决心还以颜色。他们的仇恨与愤怒随处可见，这场与警察之间的大规模冲突，一触即发。混战中，文兹被警察开枪打死，他的同党也颤抖着对准了警察的头，枪声响起……无论是警察还是街头混混，每个人都失去了控制。这青春期里的不安与躁动，就像失控的怒火一般，无人幸免。 导演马修·卡索维茨荣获第48届戛纳电影节(1995)主竞赛单元最佳导演奖。,98
圣母街上的大人物,1958-07-26,81,"喜剧,犯罪",意大利语,这是《男人的争斗》（Rififi）的搞笑版。两个小偷带领一群小混混进行一个宏伟的偷盗计划。他们打算从一处公寓挖一个地道，进入附近一家商店，结果地道挖进了公寓的另一个房间，这只是一个小差错。反正这群笨贼该犯的错全犯了，而那个要偷的保险箱似乎唾手可得，但他们就是没本事得手。,106
哈利·波特与死亡圣器（下）,2011-08-04,81,"冒险,奇幻",英语,哈利、罗恩和赫敏继续寻找并摧毁伏地魔剩余的魂器，而新的线索最终将他们再次带回已经被食死徒控制的霍格沃茨。随着哈利归来，麦格教授、纳威以及学校的师生和反抗力量开始集结，准备守卫霍格沃茨；伏地魔则率领食死徒大军向学校逼近，一场决定魔法世界命运的大战就此爆发。在战火之中，哈利三人必须赶在伏地魔之前找到最后的魂器，而关于伏地魔、死亡圣器以及哈利自身命运的秘密也逐渐接近最终答案。多年恩怨与所有未解的谜团，都将在霍格沃茨迎来最后的对决……,130
请以你的名字呼唤我,2017-11-24,81,"爱情,剧情",英语,在八十年代的意大利里维埃拉，每年夏天，十七岁的少年埃利奥都会跟家人在这里。今年，和他们共享假日时光的，还有来自美国的奥利弗，高大英俊热情开朗的奥利弗很快就获得了埃利奥一家人的喜爱。随着时间的推移，埃利奥和奥利弗之间渐渐产生了致命的吸引力，但性别和年龄的桎梏让他们迟迟无法跨出那关键的一步，与此同时，单纯善良的少女马奇娅也向埃利奥奉献着自己的感情和身体。最终，汹涌的激情冲破了埃利奥和奥利弗之间的防线，两人开始了一段注定不会有结果的恋情。,132
活着,1994-09-30,81,"剧情,爱情,战争",-,富少福贵（葛优 饰）嗜赌成性，妻子家珍（巩俐 饰）屡劝无果后带着女儿凤霞离开了他。当夜，福贵输光所有家产气死父亲，被迫靠变卖母亲首饰租间破屋过活。一年后，家珍手拉凤霞怀抱刚出世的儿子有庆回到家中，福贵痛改前非，开始靠演皮影戏过起安份守己的日子。但好景不常，内战时期，福贵被国民党抓去当劳工，一番辗转终回到家乡与一家人团圆后，凤霞因病变成哑巴，而在后来的大跃进和文革中，他虽获某些小福，逆境却也一直与他如影相随。,132
用心棒,1961-04-25,81,"剧情,惊悚",-,无与伦比的三船敏郎在黑泽明这部视觉震撼、充满黑色幽默的影片中担纲主演。为扫清一座被恐怖笼罩的村庄里的腐败势力，足智多谋的浪人武士三十郎巧妙利用两个邪恶家族间的势力争斗，将局势导向对自己有利的方向。本片先后被塞尔吉奥·莱奥内与沃尔特·希尔翻拍，这部酣畅淋漓的类型颠覆之作，至今仍是影史上最具影响力且娱乐性极强的经典之一。[标准收藏公司],110
奇迹少女 纽约篇,2020-09-26,81,"动画,家庭,动作,冒险,电视电影",法语,马丽娜是住在现代法国的巴黎少女，因为一次善举获得神秘老人的认可，得到了能变身为超级英雄奇迹少女的力量。同样获得变身能力的还有马丽娜的同班同学艾俊，他是知名设计师之子，因家庭过度保护长期在家自学，第一天上学却阴错阳差使马丽娜误会其恶作剧。双方在不知道对方真实身份的情况下，以奇迹少女及黑猫罗尔之名义拯救被黑化的巴黎市民，而艾俊对马丽娜澄清恶作剧一事后，艾俊温文的风度使得马丽娜开始想和他交朋友，一见艾俊便手足无措，但是艾俊却崇拜上智勇双全的奇迹少女，以黑猫黑尔的身份几度示爱，都被心有所属的马丽娜拒绝。两人面临的挑战除了爱情问题，还有在巴黎制造混乱的邪恶反派。,61
八部半,1963-02-14,81,剧情,意大利语,"马斯楚安尼饰演的导演圭多·安塞尔米，其新片计划与个人生活同时陷入崩解之境。费德里科·费里尼的《八部半》将个体艺术危机转化为宏伟的电影史诗，堪称影史最杰出的""关于电影的电影""之一。影片早期暂定名《美丽的混乱》，恰如其分地概括了这部杰作的特质：它是一场流光溢彩的梦境、一次马戏狂欢、一出视觉魔术。",138
热情如火,2002-06-09,81,"喜剧,爱情,犯罪",英语,作为影史最受喜爱的电影之一，比利·怀尔德这部炙手可热的杰作为好莱坞喜剧树立了新标杆。芝加哥乐手乔与杰瑞（托尼·柯蒂斯与杰克·莱蒙贡献了里程碑式的表演）目睹一场黑帮屠杀后，男扮女装混入一支前往迈阿密的女子乐队仓皇逃逸。乐队主唱“蜜糖”凯恩（玛丽莲·梦露正值其致命魅力的巅峰）的魅力使他们陷入越来越夸张的谎言漩涡：乔伪装成百万富翁追求她，而杰瑞的女性身份竟与一位亿万富翁订下婚约。凭借怀尔德与I·A·L·戴蒙德精心打磨的犀利剧本，以及演员间精准碰撞的化学反应，本片至今仍保持着数十年前首次震撼观众时那种令人陶醉的诙谐与鲜活。,120
神秘博士：博士之时,2013-12-25,81, ,英语,宇宙中最邪恶的物种都被一条神秘的消息吸引来到一座宁静的星球小镇：圣诞。博士和他的朋友们必须要破解出这条信息，因为博士的命运与整个宇宙的命运都握在其中。,60
复仇者联盟,2012-05-05,81,"科幻,动作,冒险",英语,当洛基带着来自宇宙的威胁降临地球，并夺走拥有强大力量的宇宙魔方，一场前所未有的危机随之爆发。面对任何单一英雄都难以应对的敌人，神盾局局长尼克·弗瑞启动“复仇者计划”，试图将钢铁侠、美国队长、雷神、绿巨人、黑寡妇和鹰眼召集到一起。然而，这群性格与立场各不相同的超级英雄首先要面对的，却是彼此之间的矛盾与不信任。随着危机不断升级，他们必须学会并肩作战，共同迎战足以威胁地球的强敌……,142
黑色五叶草：魔法帝之剑,2023-06-16,81,"动画,奇幻,动作,冒险",日语,这部电影将由原著漫画作者田畠裕基担任监制，讲述原作中并未透露的魔法帝的故事。在一个魔法主宰万物的世界里，生来就没有魔法的男孩亚斯塔立志成为“魔法帝”，以克服逆境，证明自己的力量，并遵守与朋友们的约定。,113
扎克·施奈德版正义联盟,2021-05-03,81,"动作,冒险,奇幻",英语,为了确保超人没有白白牺牲，蝙蝠侠和神奇女侠计划招募一支超人类团队来保护世界。这项任务比布鲁斯的设想要困难得多，因为每个新人都必须面对并跨越自己过去的心魔，团结起来，最终形成前所未有的联盟，否则就无法阻止从荒原狼、狄萨德和达克赛德毁灭地球。,242
看不见的客人,2017-09-15,81,"剧情,悬疑,惊悚",西班牙语,事业有成、已有妻女的高科技企业家艾德里安·多利亚在一间从内部反锁的酒店房间里醒来，发现情人劳拉已经死在身旁，而现场没有任何其他人出入的迹象，他也因此成为案件的唯一嫌疑人。获准保释后，艾德里安请来经验丰富的律师弗吉尼亚·古德曼为自己准备辩护，而控方突然出现的新证人让他们只剩下几个小时重新梳理案情。随着弗吉尼亚不断追问，艾德里安开始讲述自己与劳拉的关系，以及数月前两人卷入的一场致命车祸。然而，他所讲述的每一个细节都可能影响案件的真相，一桩看似无解的密室谋杀，也逐渐与另一桩死亡联系在一起……,107
怪形,1982-06-25,81,"恐怖,悬疑,科幻",英语,1982年冬天，挪威科考队的一架直升机突然打破了南极大陆的平静，直升机疯狂的追逐一只雪橇犬，最后坠毁在美国科考营地的附近。美国科考队员对挪威考察队近期人员骤减的情况有所耳闻，于是飞行员麦克（Kurt Russell 饰）与众人赶赴挪威营地，结果看到的是一地破败中四处散落着奇怪的尸体，并有证据表明挪威人得到了某种冰封状态中的生物。医生布莱尔（Wilford Brimley 饰）研究了尸体的变异却无法破解成因。当晚，犬笼中的狗遭到袭击并发生了变异，一种不可知的生物正在这孤寂的南极大陆威胁着科考队员们的生命……,109
彗星美人,1950-11-09,81,剧情,英语,在约瑟夫·L·曼凯维茨这部犀利机智与妙语连珠的好莱坞经典中，舞台后方才是真实戏剧上演之处。一夜，玛戈·钱宁在化妆间接待了一位不速之客——她最狂热的崇拜者，那位羞怯而天真的伊芙·哈灵顿。然而当伊芙逐渐渗透进玛戈的生活，这位百老汇传奇很快意识到，这位所谓的仰慕者正企图利用她与身边所有人——包括乔治·桑德斯饰演的毒舌评论家——作为自己迈向星途的垫脚石。凭借曼凯维茨如手术刀般锋利的对白与执导，以及戴维斯凭此片重振并定义其演艺生涯的难忘表演，这部荣获多项奥斯卡奖的影片，成为影史对演艺界残酷法则最精妙绝伦的无情剖析。,138
家门之外,2021-11-24,81,"动画,家庭",英语,做家长很难，尤其是一只年幼浣熊有好奇心时，他的家长努力确保大家的安全。在华特迪士尼动画制作室的短片《家门之外》中，这只年轻的浣熊学会以开放的心态生活，即使潜伏着危险。,7
野草莓,1957-12-26,81,剧情,瑞典语,为接受荣誉学位踏上旅程的伊萨克·博格教授——由资深电影人兼演员维克多·斯约斯特洛姆精湛演绎——被迫直面过往，与自身缺陷和解，并坦然接受生命终将逝去的必然。通过回溯与幻想、梦境与梦魇的交织，本片戏剧化地呈现了一位老者非凡的自我发现之旅。这部充满标志性意象、富含人性关怀的杰作，是英格玛·伯格曼最受赞誉、最具影响力的电影之一。[标准收藏公司],91
大战争,1959-10-28,81,"喜剧,战争,剧情",意大利语,两个意大利士兵被卷入第一次世界大战，他们很想逃脱战争的阴霾，想了很多办法，但是现实无情，总是把他们推到荒唐而危险的境况中。在一次次偷懒成功后，他们却目睹着一次次战友们血肉模糊的战场惨状。终于一个亡故战友的妻子令两人的思想有了变化，在一次对敌行动被俘后两人被处死，但他们的长官却还以为他们照旧做了逃兵。,137
德州巴黎,2024-07-28,81,剧情,英语,德国新电影先驱维姆·文德斯将他敏锐的风景观察力投向美国西南部，创作出这部由普利策奖获奖剧作家萨姆·谢泼德编剧、感人至深的角色研究。影片追踪沉默寡言的神秘流浪汉特拉维斯（演技精湛的哈利·迪恩·斯坦顿通 饰，他的面孔本身就是一片风景）试图与寄居洛杉矶弟弟家的幼子以及失踪的妻子重建联系。从这简单的设定出发，文德斯与谢泼德对男性气质的准则与美国家庭神话进行了有力的论述，同时也展开了一场对峡谷与霓虹构成的广阔而破碎世界的精致视觉探索。,147
你给的仇恨,2018-10-19,81,"犯罪,剧情",英语,斯塔尔·卡特不停地在两个世界之间切换：她所居住的贫穷、以黑人为主的社区，与她所就读的富裕、以白人为主的预科学校。这两个世界之间脆弱的平衡，在她亲眼目睹童年挚友卡里尔被一名警察开枪射杀后彻底崩塌。如今，面对来自社区各方的压力，她必须找到自己的声音，为正义挺身而出。[20世纪福克斯],132
还有明天,2025-03-08,81,"剧情,喜剧,历史",意大利语,1946年二战后的意大利，女性地位依旧低下。底层女性迪莉娅（宝拉·柯特莱西 饰），每日在丈夫的暴虐下和生活琐碎中艰难生存，唯有女儿玛塞拉、朋友玛丽莎和每日难得的自由踱步是她痛苦生活中的慰藉……这时，迪莉娅意外收到一封神秘信件，一场出逃即将改变一切……,118
龙猫,2018-12-14,81,"奇幻,动画,家庭",日语,小月和四岁的妹妹小梅随父亲搬到乡间生活，以便离因病住院的母亲更近。姐妹俩对新家和周围的一切充满好奇，也逐渐发现这里栖息着只有孩子才能看见的奇妙精灵。小梅在森林深处偶遇巨大而温和的龙猫，随后小月也与它成为朋友，并在龙猫和伙伴们的陪伴下经历了一连串不可思议的奇遇。可当母亲原定回家的计划因病情变化而取消，姐妹俩平静的生活也迎来了一场意外考验……,86
蜗牛回忆录,2025-09-05,81,"动画,喜剧,剧情",英语,来自奥斯卡获奖动画师亚当·艾略特，这部苦乐参半的回忆录讲述了一位名叫格蕾丝·普德尔的忧郁女人的故事——她收集蜗牛、爱情小说和豚鼠。,95
猫猫的奇幻漂流,2025-02-28,81,"冒险,动画,家庭,奇幻",拉脱维亚语,这是一段关于友谊与生存的动人篇章，将独立动画的创作雄心与想象力推至令人惊叹的高度。这部荣获奥斯卡奖、风靡全球的作品，讲述了一只勇敢的猫在家园被大洪水摧毁后的故事。它与一只水豚、一只狐猴、一只小鸟和一只小狗结伴，共同驾驶小船寻找陆地。在这颗已然化为水世界的星球上，它们必须凭借信任、勇气与智慧渡过重重险境。凭借开源软件与小团队协作，富有远见的独立动画师金茨·齐尔巴洛迪斯营造了一场绝妙的感官之旅，深刻沉思了环境的脆弱与社群精神的真谛。,85
精英部队,2008-06-14,81,"剧情,动作,犯罪",葡萄牙语,时1997年，教皇即将来此视察，高层要求纳斯西蒙（Wagner Moura 饰）所率领的这支精英部队在最短时间内肃清贫民窟内的毒品链。厌倦刀光血影的纳斯西蒙将心思放在了妻子和尚未出世的婴儿身上，他将任务交给了两个热血且充满理想的年青人——内图（Caio Junqueira 饰）和马提阿斯（André Ramiro 饰）。他们俩都不满警察队伍的腐败，决心在精英部队中大展身手……,115
血色将至,2008-06-14,81,剧情,英语,当丹尼尔·普莱恩维尤得知西部有个小镇正涌出石油如海的隐秘消息后，便带着儿子H.W.前往尘沙蔽日的小波士顿碰运气。在这片贫瘠土地上，唯一的喧腾围绕着魅力非凡的牧师以利·桑迪所主持的圣滚教教堂。普莱恩维尤父子虽幸运地挖出了油井，但随着财富喷涌，冲突亦日益加剧——爱、希望、信仰、野心、社区纽带，甚至父子亲情，所有人性价值都在腐败、欺骗与石油洪流的冲刷下面临崩解。,158
欣德·拉贾布之声,2025-09-10,81,"剧情,历史",阿拉伯语,讲述2024年1月29日5岁巴勒斯坦女孩欣德·拉贾布在以色列入侵加沙地带期间，于加沙地带被以色列国防军杀害的故事。,89
杀人回忆,2003-04-25,81,"犯罪,剧情,惊悚",朝鲜语,在其突破性的第二部作品中，奉俊昊以颠覆性的手法引爆了警察类型片的传统桎梏，带来了震撼且超越类型的成果。影片基于1980年代撼动韩国乡村社区的一连串真实连环杀人案改编，韩国电影标志性人物宋康昊饰演当地警官，他不得不与一位老练的首尔侦探联手调查此案——两人由此踏上一段长达数年、充满挫败与煎熬的艰苦历程，逐渐被推向存在的边缘。奉俊昊将扣人心弦的刑侦过程与军权统治下日常生活的荒诞社会图景生动结合，打造了一次深入黑暗的萦心之旅：它始于黑色喜剧的讽刺，终于与深渊那场灵魂破碎的遭遇。,131
M就是凶手,1931-05-11,81,"剧情,惊悚,犯罪",德语,柏林这些天连续发生了多起小女孩失踪事件，最后发现这些孩子都无一例外惨遭毒手。这个专门以小女孩为目标的凶手令到柏林城内人人惊恐，家长都不敢让自己的孩子外出玩耍；警察们更是在社会压力下全部出动，然而却一无所获；连黑道都感到压力了，因为警察们一天到晚找他们麻烦，大大影响了他们 的生意。于是黑白两道同时展开了抓拿凶手行动。 最终人们还是从一位卖气球的盲人小贩处获得线索，他曾经卖过气球给于凶手一同前来的小女孩，他根据凶手的口哨声认出了此人经常来买气球。聪明的小贩在凶手背后写了个字母“M”，于是警查们开始追寻这个凶手“M”（彼得•洛 Peter Lorre 饰）。,110
与神同行：罪与罚,2017-12-20,81,"动作,冒险,剧情,奇幻,惊悚",朝鲜语,阴间有法，所有亡者在死后的49天内都要经过七次审判——分别在杀人狱、懒惰狱、欺骗狱、不义狱、背叛狱、暴力狱、天伦狱中进行，只有通过了七次审判宣告无罪的亡者，才有获得新生的机会。消防员金子洪在一场火灾当中为了救一名女孩而不幸牺牲。地狱使者解怨脉和德春出现在了金子洪的面前。尽管金子洪无法相信自己的死亡，却被德春一脸严肃地告知自己既是亡者、又是贵人。在通往地狱的入口，金子洪遇到了在初军门等着自己的另一位使者江林。他掌管着解怨脉和德春两位使者，同时也将在子洪即将接受的七次审判中为子洪进行辩护...,139
特殊的一天,1977-08-11,81,"剧情,爱情",意大利语,特殊的一天是指1938年5月6日，这天希特勒与墨索里尼在罗马进行所谓的“高峰会议”，整个罗马城里的电台日夜都在鼓吹法西斯的威力和成就，罗马全体居民都放假一天来到广场集合听讲话。中年妇女安东尼泰是个本分的家庭妇女，这天她因照顾孩子操忙家务而没有去参加集会，因而认识了新来的邻居，一个电台播音员。两人从不认识到互相攀谈，发展到激情和肉体交欢，都在短短一天内。就在他们分别后的晚上，播音员被法西斯带走，而安东尼泰则似乎重新找回了生活的激情。,106
一封关于父亲的信,2008-10-31,81,"纪录,犯罪",英语,本片是一部极具个人色彩的纪录片，深情而强烈地讲述了柯特挚友被谋杀的案件，以及随后发生的、令人难以置信的法律与情感疯狂。[Oscilloscope Pictures],94
天佑鲍比,2009-02-27,81,"剧情,历史,电视电影",英语,本片根据真人真事改编。Bobby（瑞恩·凯利 Ryan Kelley 饰）是一个善良、虔诚的少年，有爱他的家人。但在他向家人坦白自己的性倾向后一切改变了。母亲Mary（西格妮·韦弗 Sigourney Weaver 饰）认为同性恋会下地狱的训诫，想尽办法矫正儿子。而Bobby的痛苦与日俱增。在满20岁生日前Bobby认识了开朗青年David，可Mary拒绝接受，并以有一个同性恋儿子为耻。Bobby伤心的离开家最后选择死亡来结束内心的折磨。他的死彻底唤醒了家人，尤其是Mary，她在无尽的悔恨中开始接触同性恋人群，参加PFLAG小组，与神职人员探讨圣经解释。在翻阅儿子的日记后，她开始直面自己认同儿子。失去儿子的母亲在倾盆大雨中失声痛哭，雨水和泪水将固执、偏见和不理解洗刷得一干二净。Mary此后将毕生投入到同志维权事业中，帮助那些和Bobby一样的少年。,89
街角的商店,1940-01-12,81,"喜剧,剧情,爱情",英语,一家礼品店的两名店员在工作中水火不容，却浑然不知彼此正是对方那位渐生情愫的匿名笔友。,99
